sex,rings,length_mm,diameter_mm,height_mm,whole_weight_g,shucked_weight_g,viscera_weight_g,shell_weight_g
M,21,135,111.00000000000001,40,287.7,109.00000000000001,53.300000000000004,93
F,9,106,88,27,156.7,62.6,34.300000000000004,43.7
F,10,103,81,24,129.20000000000002,57.9,28.1,35.4
I,9,86,68,24,71.5,30.2,12.9,20.9
F,11,104,81,24,125.4,52.900000000000006,28.299999999999997,36.199999999999996
F,10,109.00000000000001,83,32,154.29999999999998,54.400000000000006,29.099999999999998,55.300000000000004
M,17,106,83,35,147.9,52.2,27.900000000000002,52.900000000000006
F,9,93,70,23,84.2,31.3,18.2,26.900000000000002
M,17,133,108,35,269.4,99.1,50.8,83
M,21,147,118,45,351.2,127.4,68.10000000000001,115.99999999999999
M,16,132,109.00000000000001,37,264,106.1,52.7,91
F,29,140,117,37,361.5,141.1,64.3,95
M,17,114.99999999999999,80,31,186.5,72.1,48.9,60
M,15,113.99999999999999,93,25,169.79999999999998,75.7,35.3,48
F,19,115.99999999999999,92,30,199.10000000000002,85.8,42.4,52
M,12,126,96,28.999999999999996,202.3,84.7,47.4,61
F,13,117,93,28.000000000000004,181.6,76.2,32.300000000000004,63
M,11,110.00000000000001,90,26,184,75.6,47.699999999999996,57.99999999999999
F,15,125,103,30,248.3,104.69999999999999,61.3,72
M,11,108,84,27,161.5,69.69999999999999,35.9,47
F,14,113.99999999999999,91,33,211.90000000000003,88,43.9,56.99999999999999
M,14,118,91,28.999999999999996,214.6,95,38,56.99999999999999
M,13,115.99999999999999,92,26,184.20000000000002,71.39999999999999,36.199999999999996,57.99999999999999
F,11,131,102,31,257.90000000000003,106.89999999999999,57.099999999999994,82
M,15,131,106,35,252.70000000000002,97.2,52.7,83
M,17,125,100,39,273.8,117.5,43.7,74
F,15,125,100,30,190.6,68.89999999999999,44.7,61
F,12,128,104,35,249.6,84.89999999999999,51.9,96
F,19,121,97,33,202.1,87,41.8,60
F,11,123,105,31,207.7,85.39999999999999,46.300000000000004,69
M,10,111.00000000000001,90,35,174.8,65.5,40.400000000000006,61
F,12,115.99999999999999,88,36,170.79999999999998,73.3,32.7,49
F,23,124,104,45,236.7,75.6,54,79
F,15,124,94,45,223,75.6,42.9,72
F,13,120,101,38,225.8,87.7,51.2,72
F,17,125,97,38,234.90000000000003,87.7,46.1,84
M,15,120,94,35,221,97.3,49.4,63
M,12,112.00000000000001,92,47,167.9,66.5,31.4,61
M,15,117,91,45,211,76.3,44.2,73
M,11,112.00000000000001,87,36,177.8,72,40.8,50
I,16,112.00000000000001,89,31,174.70000000000002,60.099999999999994,41.8,55.00000000000001
I,10,136,106,37,221.89999999999998,87.8,49,68
F,10,91,70,28.000000000000004,103.69999999999999,44.2,25.3,27
F,10,98,76,28.999999999999996,134.5,49.8,36.199999999999996,42
M,6,62,44,17,29.2,12.2,7.3,9
F,5,55.00000000000001,39,14.000000000000002,16,6.2,4.3,5
M,6,54,39,16,20,7.7,3.9,6
M,9,80,57.99999999999999,23,55.900000000000006,22.3,11.5,15
M,5,56.00000000000001,40,16,18.3,6.6000000000000005,4.3,6
M,4,65,46,18,29.4,12,6.800000000000001,9
F,6,69,50,18,40.6,15.6,11.799999999999999,11
M,3,42,30,10,7.7,3.1,1.7000000000000002,2
F,5,72,54,18,37.7,16.900000000000002,7.7,11
I,9,73,52,23,43.6,18.7,8.9,14.000000000000002
M,5,40,28.000000000000004,11,7.000000000000001,2.9000000000000004,1.6,2
M,4,47,32,12,10.9,5.3,1.9,3
M,4,35,25,8,4.8,1.9,1.2,1
M,3,31,22,8,3.1,1.3,0.6,1
F,14,113.99999999999999,89,31,146.6,56.39999999999999,31.8,47
F,12,113.99999999999999,90,32,194.3,79.3,51,52
M,9,77,60,19,48,17.7,11.799999999999999,17
I,20,106,84,37,150.4,59.8,31.2,41
F,13,92,71,26,91.60000000000001,38.4,21.099999999999998,26
I,12,94,74,24,94.1,36.9,21.099999999999998,31
F,9,87,67,22,76,33.900000000000006,17.2,22
I,10,94,74,28.000000000000004,99.7,41.9,24.5,28.999999999999996
I,11,93,76,26,90.8,37.9,16,31
I,11,104,81,28.000000000000004,115.5,40,28.999999999999996,35.8
M,7,57.99999999999999,46,15,23.3,8.6,5.1,8
M,5,55.00000000000001,41,14.000000000000002,18.8,6.7,4,6.5
F,10,75,57.99999999999999,23,54.1,18.6,13.200000000000001,17.7
F,15,100,75,28.000000000000004,120.8,48.4,28.299999999999997,35.8
F,11,88,71,23,83,31.7,18.5,26.200000000000003
M,15,84,65,23,57.699999999999996,20,11.4,22.7
M,8,89,70,23,72.3,31.3,13.900000000000002,23.400000000000002
F,10,76,57.99999999999999,21,51.4,19.8,10.2,17
M,11,64,49,15,31.1,11.700000000000001,7.6,9.8
M,8,51,39,13,16,6.3,3.5999999999999996,5.4
M,7,41,31,9,8.5,3.4000000000000004,1.0999999999999999,3.1
F,12,112.99999999999999,90,32,159,72.1,31.1,46
I,11,111.00000000000001,85,36,175,73.9,40.1,51
I,17,130,103,32,232.50000000000003,99,40.6,66
I,13,123,98,31,197.70000000000002,82.89999999999999,39,69
I,12,112.00000000000001,88,33,160,67,34.699999999999996,50
I,13,96,74,24,102.8,41.5,26.200000000000003,31
I,9,97,78,25,118.19999999999999,57.4,28.199999999999996,24
I,10,100,77,30,125.29999999999998,52.1,33.300000000000004,32
I,14,105,81,30,159,61.5,41,51
F,12,132,100,33,238.09999999999997,91.7,59.599999999999994,74
F,13,132,106,34,265.2,103.8,52.5,88
I,13,104,80,28.999999999999996,132,53.400000000000006,21.099999999999998,44
F,8,88,68,21,72.8,29.599999999999998,16.1,23.5
I,13,103,80,24,131.8,54.1,35.8,34
F,11,95,70,23,90.4,34.300000000000004,18.4,31
F,11,109.00000000000001,83,30,146.70000000000002,55.900000000000006,32.6,43.7
F,14,94,71,26,109.3,40.1,25.2,37
M,10,70,51,13,35.8,14.099999999999998,7.7,12
I,12,97,71,26,116.19999999999999,49,26.400000000000002,33.6
I,12,87,66,25,81.2,33.7,21.099999999999998,19.2
M,7,56.00000000000001,42,16,21.7,8.200000000000001,5.3,6.9
F,11,82,64,23,77.4,33,20.1,19.7
I,16,90,70,28.000000000000004,94.8,42,21.8,25.5
I,14,90,69,27,88.6,39.5,17.5,23.5
F,20,118,91,31,213.20000000000002,76.4,45.5,83
F,17,113.99999999999999,88,28.000000000000004,190.7,75.7,40.2,61
I,10,122,95,30,193.3,82.89999999999999,40,69
F,11,122,95,28.000000000000004,226.6,105.5,47.099999999999994,70
I,10,112.00000000000001,85,28.000000000000004,183.5,80.10000000000001,39.5,52
F,10,117,87,35,196.4,81.10000000000001,49.9,54
I,11,115.99999999999999,89,30,177.29999999999998,76.6,41.8,51
F,17,126,96,35,273.5,100.29999999999998,60.699999999999996,103
F,11,125,98,35,246.60000000000002,111.3,49.4,73
I,14,110.00000000000001,85,30,161.20000000000002,75.2,34.2,49
F,19,129,105,38,292.7,132.29999999999998,68.7,87
I,13,92,71,28.000000000000004,98.7,43.2,26.6,23
F,11,82,61,20,72.6,34.699999999999996,13,22
I,11,99,78,25,133.1,56.8,32.4,40
I,10,104,85,34,136.1,56.00000000000001,34.8,39
F,13,110.00000000000001,82,28.999999999999996,165.7,61.9,38.1,50
M,14,90,67,28.000000000000004,92.5,32.800000000000004,15.2,30
F,13,81,62,24,61.9,27.6,11.600000000000001,19
I,13,102,80,30,149,57.3,33.5,47
F,9,74,57.99999999999999,23,50,22.2,11.4,15
I,18,105,82,35,174.8,71.7,41.4,41
F,19,132,104,36,302.8,105.2,59.5,84
M,12,107,84,30,139.9,51.5,30.599999999999998,48
I,13,114.99999999999999,91,36,170.5,60.3,36.5,60
F,9,110.00000000000001,86,28.000000000000004,142.70000000000002,51.300000000000004,37.2,45
I,13,121,94,28.000000000000004,187.79999999999998,67.7,40.2,64
I,12,121,99,28.999999999999996,210.8,73.8,45.1,72
F,16,112.00000000000001,89,39,196.2,61,44.9,67
I,17,107,84,28.999999999999996,185.20000000000002,79.60000000000001,39.300000000000004,50
F,10,77,63,22,57.199999999999996,24.5,12.7,16.7
F,13,78,60,20,53,21.5,12,17.299999999999997
I,11,94,69,23,97.7,40.1,21.6,33.2
I,12,103,78,28.000000000000004,111.1,40,22.7,44.7
I,13,85,69,25,85,32,15.9,30.8
M,9,69,54,18,39,15.6,9.1,11.799999999999999
I,10,97,74,26,91.60000000000001,36.199999999999996,22.6,27.200000000000003
M,10,74,56.99999999999999,20,45.6,13.5,13.5,16.2
M,12,70,53,18,35.5,11.5,8.4,13.600000000000001
F,12,88,69,34,81.69999999999999,30,16.5,30.3
M,4,39,28.999999999999996,10,6.4,2,1.6,2.4
M,9,65,48,15,31,9.5,7.1,12
I,18,99,74,25,95.5,37,14.099999999999998,33.800000000000004
I,15,90,70,28.999999999999996,105,41.699999999999996,20,33.1
M,13,83,69,27,77.3,25.6,14.000000000000002,29.599999999999998
F,12,94,71,28.000000000000004,86.6,30.5,19,30.4
M,7,64,48,17,34,13.100000000000001,9.4,9.8
M,9,62,45,15,25.900000000000002,9.1,6.7,8.799999999999999
M,7,47,34,11,10.299999999999999,3.5999999999999996,2.1,3.9
M,10,69,51,16,33.800000000000004,12,8.5,10.8
I,18,97,76,28.000000000000004,134.60000000000002,43.5,26,39
F,12,100,77,23,135.7,58.9,27.6,39
F,17,100,77,21,99.6,35.9,21.9,34
I,15,93,72,21,99.6,42.8,23.200000000000003,28.000000000000004
F,12,105,81,32,131.6,53.1,22.5,45
F,10,85,67,19,64.4,24.099999999999998,12.2,25
F,8,76,61,19,56.3,25.1,10.5,18
I,21,106,83,28.999999999999996,188.79999999999998,76.9,37,53
M,10,68,53,17,36.7,15.4,9.2,13
I,9,95,73,23,98,44.6,24.7,26.700000000000003
F,7,86,68,24,78.2,31.1,19,28.1
M,10,92,73,25,93.4,37.9,18.9,31.6
I,9,94,72,26,104.5,39.6,21.3,33
M,9,72,59,20,42.1,13.200000000000001,10.5,15
M,8,71,53,18,33.6,10,8.200000000000001,12.6
M,7,76,47,20,51.6,21.099999999999998,10.8,16
M,6,71,52,17,38.1,16.2,9.700000000000001,11
I,14,88,69,24,97.39999999999999,39.300000000000004,21.6,32
F,13,102,80,26,114.7,43.8,27.3,39
M,7,65,48,17,34.599999999999994,15.9,7.6,10
I,13,124,97,36,235.70000000000002,93.5,53.1,78
F,19,118,90,32,180,71.6,31.2,63
M,7,66,51,19,37.5,14.7,9,12
M,9,90,68,26,74.3,32.1,15.9,21
I,11,89,66,24,69.39999999999999,24,16.8,21
M,6,66,43,15,22.900000000000002,9,5.3,7.000000000000001
M,9,96,75,28.999999999999996,155.4,43.2,26,34
I,11,92,70,24,97.7,38.6,21,31
F,9,95,72,25,89.4,33.900000000000006,16.2,28.000000000000004
M,5,51,36,13,15.8,6.800000000000001,2.8000000000000003,5
I,6,67,49,18,33.300000000000004,11.899999999999999,8,12
I,11,94,70,26,93.2,36.9,19.8,28.999999999999996
M,7,62,45,16,26.900000000000002,10.8,4.8,10
F,10,74,56.00000000000001,22,46.1,18.9,9.3,15
M,7,59,43,15,25.8,10,5.8999999999999995,8
F,17,111.00000000000001,87,33,194,67.2,46.300000000000004,59
F,16,123,103,34,227.99999999999997,86.1,44.9,84
I,18,115.99999999999999,98,39,263.3,106.1,50.8,82
F,11,117,95,37,191.70000000000002,82.89999999999999,32.300000000000004,66
I,18,130,105,36,325.2,119.39999999999999,68.89999999999999,106
I,11,107,90,34,156.20000000000002,61.1,31.1,59
F,10,83,68,26,73.5,29.2,17.7,24
F,12,76,61,21,56.2,20.9,12.3,18
I,19,90,71,24,82.39999999999999,22.900000000000002,13.3,32
F,10,79,59,19,44.9,15.6,10.8,16
M,11,91,70,24,96.7,36.3,28.799999999999997,32
F,15,97,76,30,121,43.1,28.000000000000004,36
M,13,110.00000000000001,85,31,183.5,55.50000000000001,48.6,67
F,13,90,70,28.999999999999996,108.5,35.3,24.6,35
M,14,95,77,28.999999999999996,123.50000000000001,47,21.6,43
F,17,100,76,31,131,48.1,28.599999999999998,41
F,19,106,82,33,162.3,48,33.800000000000004,48
M,21,98,78,30,114.6,45,24.8,34
F,23,98,77,30,157.29999999999998,48.199999999999996,28.000000000000004,48
F,22,104,79,36,128,31.6,22,49
M,12,108,83,28.999999999999996,148,52.7,33.6,49
F,11,100,75,23,118.9,37,29.599999999999998,38
F,23,90,76,33,163.3,50,38.3,53
F,8,74,55.00000000000001,20,44.5,18.6,5.2,16
I,7,74,55.00000000000001,20,45.9,17.7,9.3,14.000000000000002
M,10,97,74,28.000000000000004,114.5,40.8,28.299999999999997,35
F,7,87,65,23,78.3,30.8,18.8,24
M,16,107,81,37,166.9,63.5,34.5,57.99999999999999
M,10,102,80,28.000000000000004,130.29999999999998,49.1,33.300000000000004,37
M,15,112.99999999999999,88,37,181.8,68.8,46.5,51
F,13,107,80,30,160.9,66.9,42.5,42
F,16,107,81,25,185.4,52,28.499999999999996,69
M,11,105,80,34,146.1,55.800000000000004,41.099999999999994,39
M,11,118,88,30,191.1,73.2,48.5,59
M,10,100,75,30,127.2,50.7,28.999999999999996,38
I,5,51,38,15,17.299999999999997,6.9,4.1000000000000005,5
F,11,86,65,23,77.3,29.5,21.3,22
M,9,76,57.99999999999999,24,56.599999999999994,23.5,13.100000000000001,17
I,4,33,22,4,3.8,1.3,0.5,1
I,7,63,46,18,25.7,8.6,8,8
I,4,31,21,10,3.5000000000000004,1,0.7000000000000001,1
M,5,56.00000000000001,41,20,23.3,10.9,5.7,6
F,13,86,67,24,88.8,31,22.900000000000002,28.000000000000004
F,16,79,63,21,70.3,23.7,18.2,23.9
M,12,77,56.99999999999999,21,58.099999999999994,24.3,13.700000000000001,17.5
F,14,96,77,27,107.2,37.9,28.4,34.599999999999994
F,9,89,66,21,90.5,36,20.599999999999998,24.6
M,12,79,59,23,63.2,24.099999999999998,11.899999999999999,22.1
M,9,80,60,25,83.39999999999999,38.2,18,23.5
M,10,83,65,28.000000000000004,83.39999999999999,30.7,20.3,28.799999999999997
M,11,63,50,18,40.6,12.3,7.3999999999999995,15.9
F,10,69,52,18,41.4,15.5,8.7,15.299999999999999
M,10,72,59,26,55.300000000000004,17.9,11.4,20.1
I,7,59,45,18,22.1,8.1,4.9,6.4
I,7,65,50,16,35.199999999999996,11.899999999999999,7.1,12.6
M,11,75,60,20,49.3,20.8,9.5,16.6
I,7,56.00000000000001,41,11,22.7,9,5.5,6.7
M,8,71,53,17,40.2,13.8,10.6,13.900000000000002
M,9,70,51,16,38.3,16,7.7,12.6
I,7,55.00000000000001,40,13,20.7,9.5,4.1000000000000005,6
I,8,57.99999999999999,41,14.000000000000002,19.5,7.199999999999999,3.8,7.000000000000001
I,6,50,38,12,15.299999999999999,7.199999999999999,2.3,4.9
I,4,36,25,7.000000000000001,5.3,1.9,1.0999999999999999,1.7000000000000002
I,2,30,20,5,3,0.8999999999999999,0.8,1
I,3,32,22,5,3.5999999999999996,1.3,1.0999999999999999,1
M,13,111.00000000000001,91,32,211.50000000000003,78.5,45.6,58.599999999999994
M,15,111.00000000000001,88,30,218.4,83.2,42.4,88.1
M,15,105,82,26,198,77.3,48.6,59
M,11,93,72,16,97.6,38.2,25,31
F,17,98,72,22,100.1,32.2,21.4,39
M,10,80,61,17,59.4,21.6,14.099999999999998,20
F,12,96,75,21,105,43.7,23.9,31
M,13,101,80,25,154,54.7,31.8,51
F,15,104,80,24,130.29999999999998,52.2,40.300000000000004,33
M,11,105,80,26,165.9,48.1,36.5,55.00000000000001
M,13,109.00000000000001,84,26,175.8,74.8,33.900000000000006,46
M,15,104,80,24,164.6,59.599999999999994,36.1,53
M,13,101,76,26,131.20000000000002,45.4,35.699999999999996,44
M,18,105,85,24,173.3,56.49999999999999,35.199999999999996,57.99999999999999
M,10,102,78,25,131.29999999999998,52.400000000000006,36.7,35
M,12,104,77,23,133.8,47.699999999999996,34.4,41
F,12,104,81,25,128.7,48.3,34.699999999999996,42
M,14,107,82,27,172.4,57.099999999999994,30.5,64
M,10,89,69,18,75.9,28.599999999999998,14.799999999999999,25
M,14,106,88,41,167,64,43.5,49
F,8,72,53,18,41.3,15.6,11.4,12
F,14,107,84,30,147.3,55.7,37.2,43
F,17,104,81,28.000000000000004,163.5,55.900000000000006,36.6,52
M,20,106,83,26,168.5,55.00000000000001,38.9,53
F,17,106,84,26,200.2,68,45.2,53
F,17,132,104,40,335.2,134.60000000000002,96.1,90
M,9,104,77,28.000000000000004,131.9,49.7,40.699999999999996,32
M,14,107,84,26,161.1,60.199999999999996,36.199999999999996,56.00000000000001
M,15,139,103,35,303.3,115.6,82.1,78
F,13,102,78,21,122.39999999999999,37.4,30,39
M,10,97,71,24,109.4,43,32.300000000000004,28.000000000000004
F,13,121,92,34,224.40000000000003,69.39999999999999,60.9,63
F,13,115.99999999999999,91,33,227.3,73.8,60.099999999999994,55.00000000000001
M,20,130,103,35,296.09999999999997,105.89999999999999,54.400000000000006,105
M,13,124,101,37,305.5,138,73.6,70
M,20,123,105,31,227.5,73.4,47.199999999999996,74
F,15,121,99,38,287.40000000000003,93.8,53.1,82
M,13,113.99999999999999,88,31,223.20000000000002,95.5,46.300000000000004,54
M,15,113.99999999999999,86,24,212.3,69.6,33.4,62
M,15,117,81,30,251.29999999999998,87,40.400000000000006,65
F,16,110.00000000000001,88,31,189.2,62.6,36.5,67
F,17,108,88,27,191.79999999999998,47.699999999999996,44.2,60
M,14,128,102,38,322.6,124.30000000000001,72.2,94
F,14,122,94,28.999999999999996,230.6,80.60000000000001,59.199999999999996,64
M,11,109.00000000000001,90,30,195.6,67.30000000000001,38.1,60
F,13,118,89,26,226.5,76.5,46.800000000000004,64
M,9,69,54,19,39.4,13.3,10,14.000000000000002
F,11,110.00000000000001,86,31,157,57.8,45.4,46.6
F,17,106,85,34,189.79999999999998,69.69999999999999,47.9,55.60000000000001
F,11,106,91,33,196.1,63.1,56.3,59.3
I,8,97,75,28.000000000000004,104.2,40,24.6,34
M,8,77,55.00000000000001,23,53.7,19.5,16.5,17
M,9,91,68,27,92.4,33.5,31.6,24
M,10,98,76,28.000000000000004,152.1,49,33.4,37
M,11,106,82,33,146.4,37.8,34,62
M,15,101,77,28.999999999999996,135.5,47.199999999999996,35.8,40
M,13,98,76,28.000000000000004,127.69999999999999,46.1,28.4,39
M,15,93,70,28.000000000000004,115.10000000000001,40.300000000000004,30.099999999999998,38
F,15,94,72,28.999999999999996,107.4,34.5,27.500000000000004,39
M,13,112.00000000000001,82,33,186,70.1,47.4,60
M,12,101,77,30,128.29999999999998,49.2,30.4,43
M,10,103,87,28.999999999999996,176.29999999999998,58.4,41.199999999999996,51
I,6,77,56.00000000000001,25,48.8,20.4,7.6,17
I,5,43,31,12,10.5,4.2,3.3000000000000003,3
M,15,110.00000000000001,83,35,208.4,65.9,46.5,58.099999999999994
F,9,103,78,26,115.10000000000001,39.5,26,36.9
M,12,99,77,27,141.79999999999998,42.199999999999996,27.500000000000004,52.400000000000006
F,9,101,78,32,128.8,49.5,40.5,32.7
F,12,120,93,33,177.5,61.8,49.2,52.400000000000006
F,10,113.99999999999999,93,32,178.7,62.9,51.5,52.6
F,10,97,75,27,111.20000000000002,38.5,26.3,33.7
M,9,94,74,36,102,38.3,25.7,32.5
M,12,114.99999999999999,90,33,184.3,65.5,45,51.2
M,12,115.99999999999999,93,32,206.9,63,52,72.7
M,15,103,81,28.999999999999996,139,43,32.7,46.800000000000004
M,11,106,82,31,143.1,56.10000000000001,33.7,42.8
M,9,88,67,22,78.8,31.4,19.2,24.4
M,11,104,84,32,149,51,31.4,57.699999999999996
F,11,85,69,22,73.3,25,16.2,23.400000000000002
M,10,92,68,27,99,33.1,23.400000000000002,37
M,10,90,67,25,69.8,23.799999999999997,21.099999999999998,23
M,9,85,66,26,88.1,30.4,18.7,31
I,7,74,55.00000000000001,20,44,18.8,9,13
M,10,103,76,27,132.29999999999998,57.49999999999999,41.9,31
M,7,81,61,24,63.7,24.7,18.099999999999998,19
I,6,56.00000000000001,41,14.000000000000002,20.3,8.200000000000001,6,6
F,15,96,80,25,151.8,42.5,35.8,48
F,10,88,68,26,83.89999999999999,30.599999999999998,23.1,26
F,12,104,82,23,161.4,57.099999999999994,35.8,47
M,12,101,81,28.000000000000004,175,53.300000000000004,34.8,56.99999999999999
F,21,98,73,26,136.7,33,26.3,41
I,6,47,35,11,13.4,5.4,2.5,3.5999999999999996
I,5,51,37,12,17.599999999999998,7.3,4.2,4.6
I,7,63,48,17,34.300000000000004,14.2,6.9,10.7
I,7,65,50,16,34.699999999999996,15.299999999999999,6.9,9.8
I,6,67,50,16,36.6,14.7,8,11.5
I,6,70,54,18,41.099999999999994,15,11.5,12.4
I,6,70,50,14.000000000000002,36,13.100000000000001,9.6,10.8
I,7,72,60,17,54,23.7,12.8,14.899999999999999
I,7,73,55.00000000000001,27,48,21.6,8.9,14.7
I,6,74,55.00000000000001,28.000000000000004,44.3,19.400000000000002,9.1,12.3
I,7,76,55.00000000000001,19,27.500000000000004,17.2,11.700000000000001,12.1
I,6,77,57.99999999999999,19,62.4,28.599999999999998,12.7,17.2
I,7,77,60,20,57.9,24.3,12.6,18
I,7,79,57.99999999999999,19,63.800000000000004,27.6,16,16.400000000000002
I,6,79,57.99999999999999,19,60.8,25.4,16.8,15.4
I,6,80,62,20,61.199999999999996,26,12,18.8
I,6,82,65,20,78.8,41.6,13.100000000000001,21.2
I,7,83,64,22,74.7,35,15.1,21.8
M,6,83,61,20,65,31.2,10.100000000000001,18.2
I,6,85,65,20,79.60000000000001,23.7,12.9,18.9
I,9,88,73,23,100.2,48.699999999999996,16.8,29.299999999999997
I,7,89,67,20,97.89999999999999,54.900000000000006,17.2,22.1
I,7,89,65,20,75.6,35.9,20,17.8
I,8,90,70,26,109.4,49,28.1,28.1
M,8,94,75,24,116.10000000000001,53.2,18.7,33.800000000000004
I,9,95,73,25,109.3,45.800000000000004,23.7,34.4
F,8,96,73,27,127.89999999999999,58.9,22.6,35
I,9,97,71,21,99.6,43.5,19.2,30.5
M,8,98,77,25,121.8,61.3,19.2,35.5
F,9,99,82,25,151.1,67.10000000000001,25.8,42.8
M,9,100,80,25,119.5,54,25.5,33.2
M,8,101,88,28.000000000000004,165.5,68.30000000000001,37.1,47.8
M,8,105,79,26,152.7,67.5,28.499999999999996,45
M,9,108,81,25,178.2,96.3,38.3,40.400000000000006
F,11,108,84,28.000000000000004,161,73.8,34.5,42
F,10,109.00000000000001,88,27,183.7,85.8,40.300000000000004,47.5
F,8,110.00000000000001,86,25,184.60000000000002,80.7,35,56.599999999999994
M,10,110.00000000000001,90,30,202.89999999999998,81.39999999999999,40.300000000000004,57.49999999999999
F,10,110.00000000000001,90,30,175,72.39999999999999,35.099999999999994,55.300000000000004
M,9,111.00000000000001,87,28.999999999999996,193.70000000000002,99.7,33.6,47.699999999999996
M,10,112.99999999999999,90,31,211.90000000000003,94.69999999999999,48,53
M,9,113.99999999999999,91,30,190.39999999999998,77.9,43.1,54.900000000000006
M,10,113.99999999999999,87,26,150.7,69.8,35.099999999999994,38.800000000000004
F,9,114.99999999999999,93,28.000000000000004,191.6,88.4,36.3,54.1
M,9,118,95,33,215.39999999999998,90.9,48.8,61.9
M,12,118,92,26,220.4,91,41.099999999999994,66
F,10,119,96,30,222.00000000000003,99.6,45.6,66
F,8,119,96,32,241.9,104.5,59.199999999999996,64
F,6,119,95,32,228.10000000000002,109.4,46.2,54.2
F,12,119,93,28.000000000000004,222.6,103.49999999999999,48.8,61
M,11,120,95,35,268.9,109.80000000000001,57.49999999999999,72
F,10,120,95,31,242,130.6,33.900000000000006,64.1
M,11,120,99,35,258,121.2,55.2,68.89999999999999
F,10,121,95,35,276.4,121.8,46.5,79.7
M,9,121,91,32,220.7,84.2,60.3,65
F,12,123,100,35,275.4,111.7,66,58.4
F,10,123,104,30,268.7,125.8,52.1,69
M,9,123,102,30,259.2,109.00000000000001,66.3,64
M,12,123,101,33,268,106.3,56.3,82
F,11,124,101,32,274.5,125.69999999999999,55.00000000000001,73.7
M,9,124,100,33,261.4,127.1,50.9,63
F,11,125,98,31,241.7,93,32.4,82.19999999999999
F,11,125,98,40,276.5,117.9,56.99999999999999,76.2
M,14,126,101,33,252,90.5,55.1,81.2
M,9,127,102,34,271.09999999999997,123.8,61,78
F,10,127,100,30,275.2,129.9,72.2,62
F,9,127,97,33,258.9,133.6,52.1,54.300000000000004
F,8,128,102,33,297.2,151.89999999999998,66.4,64.2
M,11,130,105,35,294.3,135,63,79.80000000000001
M,9,131,104,33,281.9,117.19999999999999,58.199999999999996,81
M,17,131,115.99999999999999,41,416.09999999999997,191.79999999999998,68.30000000000001,120.19999999999999
M,15,132,106,34,278.1,118.10000000000001,42.4,90.60000000000001
M,10,132,104,38,311.6,151,59.599999999999994,80
F,10,134,117,32,261.8,108.89999999999999,58.9,82.6
F,12,135,105,34,361.90000000000003,156.8,78.2,91
